NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,"should any participation agreement(s) between company and any fund(s) be terminated effective before the last day of a quarter, company shall be entitled to a fee for that portion of the quarter during which the participation agreement was still in effect, unless such termination is due to misconduct on the part of the company.",before the last day of a quarter,Happens,SHappensBefore,,before DATE
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"2) if the parties cannot agree on a price for the product by the beginning of a following contract year, cremer may refuse to deliver the product to ultragenyx until the parties agreed on a respective price.",by the beginning of a following contract year,Happens,WHappensBeforeEvent,,by EVENT
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",its will provide free technical support to customers who have purchased its systems for a period of 30 days.,for a period of 30 days,Happens,HappensWithin,,for a period of TIMESPAN (*implied)
WESTERN COPPER - NON-COMPETITION AGREEMENT,"for a period of 30 days from the time of delivery of the disposition notice glamis will, if requested by western silver, entertain an offer from western copper to acquire the designated mineral property.",for a period of 30 days from the time of delivery of the disposition notice,Happens,HappensWithin,,for a period of TIMESPAN from EVENT
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",2 7. obligations of its: o its will deliver working systems no later than 30 days after a hard copy purchase order is received from comware.,no later than 30 days after a hard copy purchase order is received from comware,Happens,WHappensBefore,,no later than TIMESPAN after EVENT
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT","(b) future purchase orders and delivery will approximate the 15 day delivery schedule (but not the dates), although payment will be made by comware to its no later than thirty (30) days after receipt of invoice from its.",no later than thirty (30) days after receipt of invoice from its,Happens,WHappensBefore,,no later than TIMESPAN after EVENT
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT","notwithstanding the above, torvec may, in its sole discretion, cancel its participation in any of the above-referenced events by notifying vendor of such cancellation not later than two weeks prior to the due date(s) for payment hereunder.",not later than two weeks prior to the due date(s) for payment hereunder,Happens,WHappensBefore,,no later than TIMESPAN prior to EVENT
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"in case the goods are to be dispatched by parcel post/sea-freight, the sellers shall, 3 days before the time of delivery, inform the buyers by cable/letter of the estimated date of delivery, contract no., commodity, invoiced value, etc.",3 days before the time of delivery,Happens,WHappensBefore,,TIMESPAN before EVENT
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,unless otherwise expressly provided in the applicable statement of work payment to porex of undisputed fees shall be due [*] days following cerus' receipt of the invoice submitted by porex.,[*] days following cerus' receipt of the invoice submitted by porex,Happens,WHappensBefore,,TIMESPAN following EVENT
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2","subject to the doctrine of sequential liability, payment shall be made to the appropriate party net 30 days from the end of the calendar month.",30 days from the end of the calendar month,Happens,WHappensBefore,,TIMESPAN from EVENT
Biomass,"once the payment has been received, shi farms will use its best efforts to quarantine product to ensure safe keeping of the product until delivery date as agreed by the parties.",Until delivery date as agreed by the parties,Happens,SHappensBefore,,until DATE
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,"(f) in the event of delay by vehicle malfunction or traffic accidents, party b shall settle such malfunction or accidents within half an hour.",within half an hour,Happens,WHappensBefore,,within TIMESPAN (*implied)
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"the sellers shall advise the buyers immediately of the occurrence mentioned above and within fourteen days thereafter, the sellers shall send by airmail to the buyers a certificate of the accident issued by the competent government authorities, chamber of commerce or registered notary public of the place where the accident occurs as evidence thereof.","within fourteen days thereafter,",Happens,WHappensBefore,,within TIMESPAN (*implied)
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,"in the event of vehicle operation failure, party b shall notify party a within two hours and shall manage to deliver party a's parcel to the destination designated by the contract.",within two hours,Happens,WHappensBefore,,within TIMESPAN (*implied)
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"if a claim request is wholly or partially denied, the plan administrator will furnish to the claimant a notice of the decision within 90 days in writing and in a manner calculated to the understood by the claimant, which notice will contain the following information: (a) the specific reason or reasons for the denial; (b) specific reference to the pertinent plan provisions upon which the denial is based; (c) a description of any additional material or information necessary for the claimant to perfect the claim and an explanation of why such material or information is necessary; and (d) an explanation of the plan's claims review procedure describing the steps to be taken by a claimant who wishes to submit his claim for review.",within 90 days in writing and in a manner calculated to the understood by the claimant,Happens,WHappensBefore,,within TIMESPAN (*implied)
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT,if the isp does not have 250 users within the first 90 days we will charge $25.00 each month thereafter.,within the first 90 days,Happens,WHappensBefore,,within TIMESPAN (*implied)
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"14. shipping advice: the seller shall within 72 hours after the shipment of the goods, advise the shipping department of buyer by fax or e-mail of contract no., goods name, quantity, value, number of packages, gross weight, measurements and the estimated arrival time of the goods at the destination.",within 72 hours after the shipment of the goods,Happens,WHappensBefore,,within TIMESPAN after EVENT
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,"payments will be due in us dollars within 30 days after delivery, or when agreed after delivery of installments or the receipt of invoice by dragon systems, which ever is later.",within 30 days after delivery,Happens,WHappensBefore,,within TIMESPAN after EVENT
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"payment: under letter of credit or t/t: under the letter of credit: the buyer shall open an irrevocable letter of credit with the bank within 30 days after signing the contract, in favor of the seller, for 100% value of the total contract value.","within 30 days after signing the contract,",Happens,WHappensBefore,,within TIMESPAN after EVENT
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT","aduro shall pay consultant any amounts due that are not reasonably disputed by aduro, by check or direct bank deposit, within thirty days after receiving the invoice.",within thirty days after receiving the invoice.,Happens,WHappensBefore,,within TIMESPAN after EVENT
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,the named fiduciary (or its designee) will render a decision upon review of a denied claim within 60 days after receipt of a request for review.,within 60 days after receipt of a request for review,Happens,WHappensBefore,,within TIMESPAN after EVENT
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,2 obligations of licensor 2.1 licensor shall make a first delivery of content to plan_b within 14 days after the signing of this agreement unless separately agreed between the parties.,within 14 days after the signing of this agreement,Happens,WHappensBefore,,within TIMESPAN after EVENT
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,3) payments shall be made by ultragenyx in euro and within [***] days after receipt of a proper invoice.,within [***] days after receipt of a proper invoice,Happens,WHappensBefore,,within TIMESPAN after EVENT
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,"in case no settlement can be reached through consultation within 30 days after one party ask for consultation, each party can submit such matter to china international economic and trade arbitration commission (the ""cietac"") in accordance with its rules, and the arbitration proceedings shall be conducted in chinese and shall take place in beijing.",within 30 days after one party ask for consultation,Happens,WHappensBefore,,within TIMESPAN after EVENT
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"if the sellers fail to answer the buyers within one weeks after receipt of the aforesaid claim, the claim shall be reckoned as having been accepted by the sellers.",within one weeks after receipt of the aforesaid claim,Happens,WHappensBefore,,within TIMESPAN after EVENT
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",xacct may also terminate support services if licensee breaches any provision of this agreement or the license agreement and such breach is not remedied within thirty (30) days after licensee receives written notice of the breach.,within thirty (30) days after licensee receives written notice of the breach,Happens,WHappensBefore,,within TIMESPAN after EVENT
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,"if the fund is required to pay the investment adviser the expense waiver, the fund shall make such payment within 30 days after each month-end.",within 30 days after each month-end,Happens,WHappensBefore,,within TIMESPAN after EVENT
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement",the parties shall use best efforts to complete such amendment to the quality agreement within 60 days after the amendment effective date.,within 60 days after the amendment effective date,Happens,WHappensBefore,,within TIMESPAN after EVENT
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,all undisputed royalty payments shall be made in u.s. dollars in cash or to the order of individual and shall be due and payable within thirty (30) days after the end of each calendar month for sales during the previous month.,within thirty (30) days after the end of each calendar month,Happens,WHappensBefore,,within TIMESPAN after EVENT
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"within [***] days following receipt of the rejected and returned product from ultragenyx, cremer will, at ultragenyx's choice, replace such quantity of product with product conforming to the product specifications, and gmp or refund ultragenyx the price paid for such product.","within [***] days following receipt of the rejected and returned product from ultragenyx,",Happens,WHappensBefore,,within TIMESPAN following EVENT
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,hps shall pay such amount to shps within fifteen days following the end of the applicable month.,within fifteen days following the end of the applicable month.,Happens,WHappensBefore,freq,within TIMESPAN following EVENT
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,hps shall pay such amount to shps within fifteen days following the end of each month.,within fifteen days following the end of each month,Happens,WHappensBefore,freq,within TIMESPAN following EVENT
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,"if the parties fail to resolve such dispute amicably through negotiation within sixty (60) days from the date on which a party issues its dispute notice to the other party, each party shall have the right to submit such dispute to the hong kong international arbitration center, and proceed with the arbitration procedures in accordance with the rules of the international chamber of commerce with three (3) arbitrators.",within sixty (60) days from the date on which a party issues its dispute notice to the other party,Happens,WHappensBefore,,within TIMESPAN from EVENT
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,dolphin agrees to complete its photo-editing services within 14 days of receiving the original digital photo files.,within 14 days of receiving the original digital photo files,Happens,WHappensBefore,,within TIMESPAN of EVENT
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT","fees shall be payable within thirty (30) days of invoice which shall be exclusive of any applicable local, state, federal, use, excise, value added, gst or other taxes imposed on the fees payable for the product maintenance and support services which shall be the responsibility of licensee.",within thirty (30) days of invoice,Happens,WHappensBefore,,within TIMESPAN of EVENT
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,the first sales plan will be presented to lucid within three (3) months of the signing of this agreement and annual sales plans will be due on november 30 each year.,within three (3) months of the signing of this agreement,Happens,WHappensBefore,,within TIMESPAN of EVENT
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,"b. in consideration for the services to be provided herein, mkos agrees that it will remit the agreed upon stock certificate or cash payment within five (5) days of both parties executing this agreement.",within five (5) days of both parties executing this agreement,Happens,WHappensBefore,,within TIMESPAN of EVENT
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,"promoter shall deliver to vnue an itemized accounting of expenses incurred on a weekly basis, and vnue shall reimburse promoter within thirty (30) days of receipt of such accounting.",within thirty (30) days of receipt of such accounting,Happens,WHappensBefore,,within TIMESPAN of EVENT
Property mgmt,The Owner shall reimburse the Manager for any expenses incurred or approved prior to the date of termination within 10 days from the date of termination.,within 10 days from the date of termination,Happens,WHappensBefore,,within TIMESPAN of EVENT
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"3) within [***] days of execution of this agreement, cremer shall deliver to ultragenyx the master batch record for the product for ultragenyx to review.",within [***] days of execution of this agreement,Happens,WHappensBefore,,within TIMESPAN of EVENT
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"within [*] days of any notice of rejection, porex shall present a corrective plan of action to cerus.",within [*] days of any notice of rejection,Happens,WHappensBefore,,within TIMESPAN of EVENT
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,"sabco shall, within 90 days of the execution of this agreement, supply prolong with a copy of such policy of insurance or a certificate thereof, and such policies shall be cancelable only upon 10 days written notice to prolong.",within 90 days of the execution of this agreement,Happens,WHappensBefore,,within TIMESPAN of EVENT
Independent Contractor,Invoices submitted by the Contractor to the Client are due within 10 days of receipt,within 10 days of receipt,Happens,WHappensBefore,,within TIMESPAN of EVENT
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"2) if a party materially breaches an obligation under this agreement and does not cure such breach within sixty (60) days of receiving notice of such breach from the non-breaching party, the non-breaching party may terminate this agreement immediately upon written notice to the breaching party.",within sixty (60) days of receiving notice of such breach from the non-breaching party,Happens,WHappensBefore,,within TIMESPAN of EVENT
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT,"in the event the company fails to have its attorney issue the required opinion letter within 20 days of a written request from yournetplus.com or its nominee, the company shall be liable for liquidated damages in the amount of 10% interest per 30 days on the value of the shares based on the closing bid price of the company's common stock on the 20th business day following the date it receives written notice from yournetplus.com or their nominee.",within 20 days of a written request from yournetplus.com or its nominee,Happens,WHappensBefore,,within TIMESPAN of EVENT
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,the company must notify the consultant within 5 days of the conclusion of the 12 month term.,within 5 days of the conclusion of the 12 month term,Happens,WHappensBefore,,within TIMESPAN of EVENT
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,owner will invoice such fees to charterer on a monthly basis and charterer will pay such invoiced amounts within 30 days of invoice date.,within 30 days of invoice date,Happens,WHappensBefore,,within TIMESPAN of EVENT
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,"all monthly owner invoices to charterer for rates and cost items will be paid by charterer within 30 days of invoice date in accordance with owner's normal payment protocols, which will be specified in the applicable invoice.",within 30 days of invoice date,Happens,WHappensBefore,,within TIMESPAN of EVENT
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,such report shall be provided to licensor in electronic format within 6 weeks of the end of a quarter.,within 6 weeks of the end of a quarter,Happens,WHappensBefore,,within TIMESPAN of EVENT
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,"owner shall, before and at commencement of each voyage by any vessel under this agreement, exercise commercially reasonable efforts to ensure that such vessel is seaworthy and in good operating condition, properly manned, equipped and supplied for the voyage, to ensure that the pipes, pumps and coils tight, staunch, are in good operating condition and fit for the voyage, and to ensure that the tanks and other spaces in which product is to be carried are in good operating condition and fit for the carriage and preservation of the same.",before and at commencement of each voyage by any vessel under this agreement,Happens,WHappensBeforeEvent,,before EVENT
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1",party b will register a foreign-funded company in fenyi county before implementing the project,before implementing the project,Happens,WHappensBeforeEvent,,before EVENT
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,written notice of any such extension will be furnished to the claimant prior to the commencement of the extension.,prior to the commencement of the extension,Happens,WHappensBeforeEvent,,prior to EVENT
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,distributor shall obtain an rma number prior to returning any product to cisco.,prior to returning any product to cisco,Happens,WHappensBeforeEvent,,prior to EVENT
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",names of designated support contact(s) must be provided to xacct prior to initial contact with the xacct support center.,prior to initial contact with the xacct support center,Happens,WHappensBeforeEvent,,prior to EVENT
ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement,"should such purchase orders be subject to alternative rights, xplore shall inform distributor of alternative rights prior to order acceptance.",prior to order acceptance,Happens,WHappensBeforeEvent,,prior to EVENT
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,"prior to using the brand in any manner, licensee shall submit all proposed uses to licensor for prior written approval.",prior to using the brand in any manner,Happens,WHappensBeforeEvent,*possible conditional,prior to EVENT
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT,"to the extent that shareholder repayment has occurred, prime agrees to fund additional shareholder loans equal to the amount repayed by the shareholder, as needed to ensure project clomp let ion this agreement shall remain in force until each component ofproject completion is satisfied.",until each component ofproject completion is satisfied.,Happens,WHappensBeforeEvent,,until EVENT
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"unless otherwise agreed in writing, porex shall continue to manufacture and produce platelet wafers using the existing specifications for platelet wafers until cerus gives written notice to porex that platelet wafers shall be thereafter manufactured in accordance with the revised wafer specifications.",until cerus gives written notice to porex that platelet wafers shall be thereafter manufactured in accordance with the revised wafer specifications,Happens,WHappensBeforeEvent,,until EVENT
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,the seller shall contract on usual terms at his own expenses for the carriage of the goods to the agreed point at the named place of destination and bear all risks and expenses until the goods have been delivered to the port of destination.,until the goods have been delivered to the port of destination,Happens,WHappensBeforeEvent,,until EVENT
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,"d. until termination of the engagement, mkos will notify utek promptly of the occurrence of any event, which might materially affect the condition (financial or otherwise), or prospects of mkos.",until termination of the engagement,Happens,WHappensBeforeEvent,,until EVENT
