"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",the waiver of either party of a breach of any provision of this agreement shall not be taken to be a waiver of any succeeding breach of the provision or as a waiver of the provision itself.,
ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT,"(a) so long as no default exists and is continuing hereunder or under the lease, either party may terminate this agreement at any time upon ____________",cond_a
WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,"expiration date: august 31, 2006 agreed to and accepted: webmd, inc. emdeon corporation by: by: name: name: title: title: source: webmd health corp., s-1/a, 9/8/2005 exhibit a content to be provided webmd shall provide content as follows: the entire set of anatomical line drawings.","before,cond_a"
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"either party may, subject to the limitations of article iv, assign its interest and obligations under this agreement, provided, however, that any assignment will be subject to the terms of this agreement.",cond_a
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,the foregoing limitations shall apply even if the above​ stated warranty fails of its essential purpose.,"interval,cond_a"
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"4. any payment directed by the owner under this endorsement shall be a full discharge of the insurer, and such discharge shall be binding on all parties claiming any interest under the policy.",before
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,"the distributor may not use lucid trademarks, symbols or logos as part of its business or corporate names.",
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",(iv) the terms of this agreement will remain confidential between celebrity and the company unless written permission is granted for release by both parties.,"before,interval,interval,unless"
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4,"date: installation support in addition to the installation support provided pursuant to the section entitled ""ordering, delivery and installation,"" supplier shall provide bank of america the following installation services: installation support will be handled in a separate agreement non-maintenance services support support services shall be provided at the time and materials rates set forth in the price list.","after,interval,cond_a"
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,"(6) disputes: the parties shall first attempt to resolve any dispute related to this agreement in an amicable manner by mediation conducted in phoenix, arizona.",before
ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,"in the event of loss caused to party a by delivery delay due to vehicles detention for the lack of license, party b shall compensate for any loss to party a. (e) party b shall arrive at the network partners determined by party a according to the time and route stipulated in this agreement, and strictly comply with the start time and end time.","before,interval,cond_a"
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,"subject to the direction and control of the board of trustees of the trust, the sponsor shall perform such oversight, administrative and management services as may from time to time be reasonably requested by the trust, which shall include without limitation: (a) maintaining office facilities (which may be in the office of domini or an affiliate) and furnishing clerical services necessary for maintaining the organization of the trust and for performing the oversight, administrative and management functions herein set forth; (b) arranging, if desired by the trust, for directors, officers or employees of the sponsor to serve as trustees, officers or agents of the trust if duly elected or appointed to such positions and subject to their individual consent and to any limitations imposed by law; (c) supervising the overall administration of the trust, including the updating of corporate organizational documents, and the negotiation of contracts and fees with and the monitoring and coordinating of performance and billings of the trust's transfer agent, shareholder servicing agents (if any), custodian, administrator, subadministrator (if any) and other independent contractors or agents; (d) overseeing (with advice of the trust's counsel) the preparation of and, if applicable, filing all documents required for compliance by the trust with applicable laws and regulations (including state ""blue sky"" laws and regulations), including registration statements on form n-1a, prospectuses and statements of additional information, or similar forms, as applicable, semi-annual and annual reports to shareholders and proxy statements, and reviewing tax returns; (e) preparation of agendas and supporting documents for and minutes of meetings of trustees, committees of trustees and preparation of notices, proxy statements and minutes of meetings of shareholders; (f) arranging for maintenance of books and records of the trust; (g) maintaining telephone coverage to respond to shareholder inquiries regarding matters to which this agreement pertains to which the transfer agent is unable to respond; (h) providing reports and assistance regarding each series' compliance with securities and tax laws and each series' investment objectives; (i) arranging for dissemination of yield and other performance information to newspapers and tracking services; (j) arranging for and preparing annual renewals for fidelity bond and errors and omissions insurance coverage; (k) developing a budget for the trust, establishing the rate of expense accruals and arranging for the payment of all fixed and management expenses; and (l) answering questions from the general public, the media and investors in the trust regarding (i) the securities holdings of the trust; (ii) any limits in which the trust invests; (iii) the social investment philosophy of the trust; and (iv) the proxy voting philosophy and shareholder activism philosophy of the trust.","before,interval,interval,cond_a,unless"
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT,"the joint venture shall commence on the 1st of march, 2003, and shall be effective until february 28, 2004 unless extended by written agreement of the joint venturers not less than thirty (30) days prior to scheduled termination.","before,before,before,unless"
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",attorney's fees awarded under the provisions of this paragraph shall be in addition to any other relief that may be awarded.,
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,"(a) this agreement may be executed in two counterparts, each of which shall be deemed to be an original, but both of which shall constitute a single agreement.",
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"""sales assistance"" shall mean (i) introductions to and scheduling meetings with key executives at the named account (e.g., cxo, vice president of infrastructure and vice president of application development), and (ii) generating and delivering proposals and providing other marketing and sales support necessary to close the opportunity and obtain an order from the named account.",interval
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","h. counterparts: this agreement may be executed in two or more counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.",
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,"cerus will not have responsibility to pay for identified errors, incomplete or inaccurate items (collectively the ""invoice errors"") which result in increases to previously invoiced amounts if the aforementioned invoice errors are communicated to cerus later than [*] days from the original invoice date.","after,interval,interval,cond_a"
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,this agreement may not be assigned by either party ---------- without the prior written consent of the other party.,"before,before,unless"
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,the parties intend that any and all goodwill in the brand arising from licensee's or any applicable sublicensees' permitted activity shall inure solely to the benefit of licensor.,interval
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",2. this amendment shall remain in effect for the current term and any renewal term of the agreement.,interval
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,"all notices that are required to be or may be sent pursuant to the provision of this agreement shall be sent by certified mail, return receipt requested, or by overnight package delivery service to each of the parties at the addresses appearing herein, and shall count from the date of mailing or the validated air bill.","before,interval,cond_a"
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,"any such programs, scripts, or components that might affect the stability of the hosting computer or interfere with other web sites on the hosting computer must be approved by i-on before being installed on the hosted site, i-on reserves the right to deny the customer permission to install any such programs, scripts, or components, to require additional fees for the installation and/or ongoing operation of any such programs, scripts, or components, or to remove any such programs, scripts, or components, if in i-on's sole discretion they will interfere with the operation of the hosting computer or exceed the customer's monthly allocation of web administration services.","before,before,interval,cond_a"
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT,"neither party may disclose any confidential information of the other party without prior written consent from the other party, except that: (1) relevant information has been made public not as a result of any fault or disclosure by the information recipient; (2) such disclosure is required under applicable laws or regulations or rules of securities exchanges.","before,before,interval,interval,unless,unless"
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,this agreement has been made in the state of california and shall be governed by and construed in accordance with the laws thereof without regard to principles of conflicts of laws.,"before,interval,cond_a,unless"
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,"in the event that either party materially or repeatedly defaults in the performance of any of its duties or obligations hereunder and does not substantially cure such default within thirty days after being given written notice specifying the default, or, with respect to those defaults which cannot reasonably be cured within thirty days, if the defaulting party fails to proceed promptly after being given such notice to commence curing the default and thereafter to reasonably proceed to cure the same, then the party not in default 2 may, by giving written notice to the defaulting party, terminate this agreement as of a date specified in such notice of termination.","before,after,interval,cond_a,cond_a"
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",the structure may also be used for additional compatible acquisitions which will also fuel growth.,interval
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,"solely by virtue of their respective execution of this agreement and in consideration for the mutual covenants of each other, mkos and utek hereby agree, consent and acknowledge that, in the event of a breach of any material term of this agreement, the non-breaching party will be without adequate remedy-at-law and shall therefore, be entitled to immediately redress any material breach of this agreement by temporary or permanent injunctive or mandatory relief obtained in an action or proceeding instituted in any court of competent jurisdiction without the necessity of proving damages and without prejudice to any other remedies which the non-breaching party may have at law or in equity.","before,interval,cond_a,unless"
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,"(n) notwithstanding any other provision in this agreement, cisco may terminate this agreement immediately upon written notice if distributor breaches any of the representations and warranties set forth in this section.","interval,cond_a,cond_a"
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,"in lieu of payment of shares, mkos shall have the option of paying utek $10,000 per month for the services described in this agreement.",interval
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,"each party shall immediately notify the other party and provide to the other party all relevant background facts upon becoming aware of (a) any registrations of, or applications for registration of, marks in the territory that do or may conflict with the licensor's rights in the licensed mark or the rights granted to the licensee under this agreement, (b) any infringements or misuse of the licensed mark in the territory by any third party (""third party infringement""), or (c) any claim that licensee's use of the licensed mark infringes the intellectual property rights of any third party in the territory (""third party claim"").","before,interval,cond_a,cond_a"
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,"neither the customer nor i-on shall be deemed in default if its performance or obligations hereunder are delayed or become impossible or impractical by reason of any act of god, war, 5 fire, earthquake, labor dispute, sickness, accident, civil commotion, epidemic, act of government or government agency or offices, or any other cause beyond such party's control.","before,interval,cond_a"
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT,"as an additional fee, the operating company shall also pay to employeeco an amount equal to 1% of the amount of all reimbursements made under section 1.2, payable at the same time as such reimbursements, unless otherwise agreed between the operating company and employeeco.","interval,unless"
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement","5) confidentiality ""confidential information"" shall mean any and all technical and non-technical information, documents and materials related to client projects of party and products, services and business of each of the parties.",interval
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,"the fund also will pay the fees paid pursuant to the management agreement between the adviser and the trust, and all expenses which it is now or in the future may be authorized to pay pursuant to rule 12b-1 under the act.",interval
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,"2.2 early termination this agreement may be terminated as follows: (1) tsinghua unigroup and chipmos taiwan terminate this agreement by mutual agreement in writing; (2) in the event that tsinghua unigroup or chipmos materially breaches this agreement and such breach is incurable, the other party may immediately terminate this agreement by giving written notice to the breaching party; if such breach is curable, this agreement will be terminated automatically after ten (10) days from the date on which the breaching party received the written notice given by the other party, if the breaching party fails to cure such breach; or (3) this agreement shall be simultaneously terminated, rescinded or become invalid upon the termination, rescission, or invalidation of the share subscription agreement.","before,after,interval,cond_a,cond_a,cond_a"
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,"any content submitted by client in any other manner or format, including, but not limited to adobe pdf format, will be returned to client for resubmission.","before,interval"
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,"b. in consideration for the services to be provided herein, mkos agrees that it will remit the agreed upon stock certificate or cash payment within five (5) days of both parties executing this agreement.","interval,cond_a,cond_a,cond_a"
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",the celebrity will have full release of liability in regards to product performance and/or law suites resulting from use of the product.,"interval,interval"
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,"this contract's share, if any, will be credited as a dividend.",cond_a
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,"the promoter will provide certain skills, expertise, experience and abilities developed as global leader in the music and entertainment business over two decades.",
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,"any pre-approved expenses incurred by dr. murray on behalf of ehs or ehn during any services term will be reimbursed, including but not limited to travel expenses incurred for air travel, car rental, hotels and meals, subject to prior approval in each case.","before,before,interval,interval"
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,"the distributor represents and warrants that the distributor shall conduct business in strict conformity with all local, state and federal laws, rules and regulations.",interval
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,all amendments to this agreement must be signed by all parties to this agreement.,before
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,"licensee shall develop the following wireless product in conjunction with ""idiocracy"": one (1) game entitled ""ow, my ##@@@s"" (""idiocracy wireless product"").",after
SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,capitalized terms not defined herein shall have the meanings given to them in the agreement.,
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,(c) the parties hereto recognize that the sales volume and demand of customers for healthcare equipment utilizing robotics technologies has increased and may increase further in the future.,interval
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT","buyer may take their own samples (""product samples"") for testing as well.",interval
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",shi farms shall be responsible to ship the product samples to the designated laboratory.,
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,"14. severability: if any clause hereof is judged as invalid or non-enforceable according to relevant laws, such clause shall be deemed invalid only within the applicable area of the laws and without affecting other clauses hereof in any way.","interval,cond_a,unless"
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,assumptions and dependencies the development and unit testing of the products will be done online for actual live functionality.,interval
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,"within 30 days of the end of the initial term, and within 30 days of the end of each renewal term, both parties hereto shall have the right renegotiate the fee specified below for the use of the vessels.","interval,cond_a"
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,7.4 upon termination or cancellation of this agreement plan_b shall cease to use content for any purpose and delete content from any files and data storage.,"interval,interval,cond_a"
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT","during the term of this agreement, envision will exclusively purchase the product from sierra.","interval,interval"
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF,"each counterpart shall be deemed an original and all such taken together shall constitute but one and the same instrument, and it shall not be necessary in making proof of this limited power of attorney to produce or account for more than one such counterpart.",interval
"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)","to the extent, if any, that consultant has rights in or to any work product or any data or inventions developed in connection with work under this agreement (""aduro ip""), consultant hereby irrevocably assigns and transfers to aduro, and to the extent that an executory assignment is not enforceable, consultant hereby agrees to assign and transfer to aduro, in writing, from time to time, upon request, any and all right, title, or interest that consultant has or may obtain in any work product and/or aduro ip without the necessity of further consideration.","before,interval,interval,cond_a,cond_a,unless"
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","it is understood and agreed that cool tech's employees shall not be considered vet tech's employees within the meaning or application of vet tech's employee fringe benefit programs for the purpose of vacations, holidays, pension, group life insurance, accidental death, medical, hospitalization, and surgical benefits, and vice versa.","interval,cond_a"
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,weekly status calls will also happen to discuss and review the work in progress.,
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,"3. any right to use lucid patents, copyrights, trademarks, symbols and logos shall immediately cease.",
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,"3.8 headings and subheadings the headings and subheadings herein are solely for ease of reference by the parties, and shall not be used to interpret this agreement.","before,interval"
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,"this agreement may be executed in counterparts and the ------------ signature page of any party, and photocopies and facsimiles thereof, may be appended to any counterpart and when so appended shall constitute an original signature.",cond_t
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,"agi shall thereafter have three business days within which to submit its editions or amendments to the public announcement and/or description for inclusion therein, and the company shall in its reasonable judgment and subject to the advice of its counsel attempt to incorporate such editions and amendments in the final version disseminated by the company.","before,after,interval"
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,nothing contained herein shall be deemed or construed to create a joint venture or partnership between the customer and i-on.,interval
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"notice to each party shall be deemed to have been duly given upon delivery, personally or by courier, addressed to the attention of the officer at the address set forth heretofore, or to such other officer or addresses as either party may designate, upon at least ten days written notice, to the other party.","before,interval,cond_a"
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"accordingly, charity tunes shall use its best efforts to update its music catalogue with available mp3 files by june 30, 2009.","before,interval"
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,"exhibit b calculation and payment of services fees for each category of services referenced in exhibit a, adviser shall pay fasc a services fee, payable monthly in arrears, determined according to the following formula: services fee = cost of services x adviser's assets under management total assets under management x (1 + applicable margin) where: ""cost of services"" is fasc's total operating costs incurred in providing the applicable category of services during the month to all investment advisers for which fasc provides that category of services.","after,interval,interval"
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,"software, including technical data, may be subject to u.s. export control laws, including the u.s. export administration act and its associated regulations, and may be subject to export or import regulations in other countries.",
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,"exhibit a to the services agreement shall be, and here by is, supplemented with the following: ""3. equity trading and transaction settlement.","before,after"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",both parties agree that once the parties have agreed to transaction which includes the purchase and sale of the product that the buyer will remit payment upon execution of this agreement.,"cond_a,cond_a"
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,the board of directors will determine the amount of any extra payment.,
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,"commencing on the effective date, the consultant will be retained as a consultant and independent contractor for the company for the term as set forth in section 3.",interval
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement,this provision shall apply to confidential information that is in the possession of subcontractors or agents of each party.,interval
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,(10) electronic means: delivery of an executed copy of this agreement by electronic facsimile transmission or other means of electronic communication capable of providing a printed copy will be deemed to be execution and delivery of this agreement as of the effective date.,before
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"the provisions of this agreement shall be binding upon all parties, their successors and permitted assigns.",cond_a
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",(iii) celebrity will be available for phone conferences and meeting participating at any level deemed necessary by the company.,"before,interval"
BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement,"d. ""marks"" shall have the meaning assigned in section 7.",
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","the parties acknowledge and agree that in the course of the performance of the vet tech services and the cool tech services (collectively, the ""services"") or additional services pursuant to this agreement, that each may be given access to, or come into possession of, confidential information of the other party which information may contain trade secrets, proprietary data or other confidential material of that party.",interval
ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,"you may direct inquiries to: thrivent financial for lutherans 4321 n. ballard road appleton, wi 54919-0001 (800) 847-4836 the following amendments apply in lieu of any contract provisions to the contrary.","after,interval"
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,the term of extension will be decided by the consultation of both parties.,before
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,"this shall include making members of sabco available for media interviews, press conferences or other public relations activity, as reasonably requested by prolong, at or near race sites on dates sabco is at race sites pursuant to their obligations hereunder.","before,interval"
ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement,the responsibility to manage the balancing cap shall rest solely upon distributor.,cond_a
TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,"incorporation of tariff into agreement: this agreement shall incorporate and in all respects be subject to the ""general terms and conditions"" and the applicable rate schedule (as stated above) set forth in transporter's ferc gas tariff, third revised volume no. 1, as may be revised from time to time.","interval,interval,cond_a"
VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,it is understood that vnue will not withhold any amounts for payment of taxes from the compensation of promoter hereunder.,"interval,interval"
MSCIINC_02_28_2008-EX-10.10-,"process in any such suit, action or proceeding may be served on any party anywhere in the world, whether within or without the jurisdiction of any such court.",unless
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,"in the event that in the course of performing a statement of work new product know­how and intellectual property rights may result, can be created or have been created the parties will enter into a separate agreement in order to define the rights and duties regarding the aforesaid know how and intellectual property rights.","interval,cond_a"
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT","4.3 the terms of the license agreement pertaining to limited warranty, disclaimers of warranty and limitation of liability shall apply to the major and minor releases of product delivered according to this agreement.",
"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",names of designated support contact(s) must be provided to xacct prior to initial contact with the xacct support center.,"before,cond_a"
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,"all article, section and paragraph titles or captions contained in this agreement are for convenience only and shall not be deemed part of the context nor affect the interpretation of this agreement.",interval
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,"if such an event occurs, and upon lucid's request, the distributor will immediately provide lucid with the names, addresses, telephone numbers and emergency contact personnel of any end user sites not previously reported to lucid.","cond_a,cond_a"
VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement,"this agreement shall be construed, interpreted and governed by and in accordance with the laws of hong kong.",before
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,"any notice shall be given by registered or certified mail, postage prepaid, and shall be deemed to have been given when deposited in the united states mail.","before,cond_t,cond_a"
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement","quicklinks -- click here to rapidly navigate through this document exhibit 10.1 sponsorship agreement this agreement made this 5th day of december, 2007, between r. c. boyd enterprises, llc, a texas limited liability company, whose principal place of business is located at 2003 navasota cove, westlake, texas, referred to in this agreement as ""company"" or ""boyd"", and cano petroleum, inc., a delaware corporation qualified to transact business in texas, whose principal place of business is located at 801 cherry street, suite 3200, fort worth, texas 76102, referred to in this agreement as ""sponsor"" or ""cano"".","interval,interval,cond_a"
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,"article x ""amendment and assignment"" this agreement may be altered, amended or modified, including the addition of any extra policy provisions, by a written instrument signed by the employer and the employee.","before,cond_a"
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,"1 source: loha co. ltd., f-1, 12/9/2019 3. goods and country of origin: 4. specific order: the products quantity, unit price, specifications, delivery time and transportation, specific content shall be subject to the purchase order issued by entrusted party which is commissioned the buyer.","before,cond_a"
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,a modification or waiver of any of the provisions of this agreement shall be effective only if made in writing and executed with the same formality as this agreement.,"interval,cond_a"
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement,each party shall retain no copies of the confidential information of the other party except as may be required by law.,"before,interval,unless"
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,"to the extent not terminated previously by aig pursuant to the foregoing, this agreement will terminate automatically one year after the closing of any sale of the company by aig, and all provisions hereof will be of no further force and effect.","before,after,interval"
ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,9. amendments this agreement may be amended pursuant to a written instrument by mutual consent of the parties.,before
"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement","termination this agreement may be terminated early if mutually agreed to by both parties in writing, or for cause, which is defined as conviction of either party of a criminal offense, actions in bad faith, and knowing or intentional misconduct, failure to perform as determined by sic, or a material breach of this agreement.","before,interval,cond_a"
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT,no delay or omission by either party to exercise any right or power in this agreement shall impair such right or power or be construed to be a waiver of such right or power.,before
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,"any changes to the scope of work following the execution of this agreement requiring additional work must be submitted to and accepted by company in writing as a ""change order"".","before,after"
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,"3.3 upon termination of this agreement, licensed users shall immediately cease use of the licensed trade name and licensed mark as soon as practicable, but no longer than thirty (30) days, after termination.","after,cond_a"
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,where the following per unit conversion shall apply for the term of this agreement: a. (1) bottle of blackmp livingwater = 1 unit b. (1) 4oz bottle of blackmpconcentrate = 30 units c. (1) bottle of zezel probioticwater = 1 unit d. (1) bottle of zayin sports water = 1 unit e. (1) bottle gridiron mvp™ water= 1 unit f. (1) bottle gridiron cbd h20 probiotics™ water = 1 unit g. (1) 4oz bottle of gridiron mvp™concentrate = 30 units _____________,"after,interval,cond_a"
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement,"3. in the event that mphase's use of the lucent co-branding logo, in the sole judgment of lucent, may adversely affect lucent's rights to the mark shown on schedule a or the marks and names lucent, lucent technologies or lucent innovation ring design, lucent may upon written notification to mphase, terminate this agreement.","cond_a,cond_a,cond_a"
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",termination under this section 12 shall be effective from the date written notice is delivered or the date specified in the written notice.,"interval,cond_a"
